年份, 年底人口數,土地面積,人口密度,地區,縣市
109,"176,062 ",31.2578 ,"5,633 ",　南屯區　,臺  中  市　
108,"173,532 ",31.2578 ,"5,552 ",　南屯區　,臺  中  市　
107,"170,618 ",31.2578 ,"5,458 ",　南屯區　,臺  中  市　
106,"168,760 ",31.2578 ,"5,399 ",　南屯區　,臺  中  市　
105,"166,685 ",31.2578 ,"5,333 ",　南屯區　,臺  中  市　
104,"164,575 ",31.2578 ,"5,265 ",　南屯區　,臺  中  市　
113,"310,965 ",62.7034 ,"4,959 ",　北屯區　,臺  中  市　
112,"304,179 ",62.7034 ,"4,851 ",　北屯區　,臺  中  市　
111,"295,677 ",62.7034 ,"4,715 ",　北屯區　,臺  中  市　
110,"290,653 ",62.7034 ,"4,635 ",　北屯區　,臺  中  市　
109,"287,344 ",62.7034 ,"4,583 ",　北屯區　,臺  中  市　
108,"283,621 ",62.7034 ,"4,523 ",　北屯區　,臺  中  市　
107,"279,297 ",62.7034 ,"4,454 ",　北屯區　,臺  中  市　
106,"274,819 ",62.7034 ,"4,383 ",　北屯區　,臺  中  市　
105,"270,547 ",62.7034 ,"4,315 ",　北屯區　,臺  中  市　
104,"265,159 ",62.7034 ,"4,229 ",　北屯區　,臺  中  市　
113,"163,163 ",41.1845 ,"3,962 ",　豐原區　,臺  中  市　
112,"163,948 ",41.1845 ,"3,981 ",　豐原區　,臺  中  市　
111,"163,476 ",41.1845 ,"3,969 ",　豐原區　,臺  中  市　
110,"164,726 ",41.1845 ,"4,000 ",　豐原區　,臺  中  市　
109,"166,053 ",41.1845 ,"4,032 ",　豐原區　,臺  中  市　
108,"166,875 ",41.1845 ,"4,052 ",　豐原區　,臺  中  市　
107,"167,025 ",41.1845 ,"4,056 ",　豐原區　,臺  中  市　
106,"166,879 ",41.1845 ,"4,052 ",　豐原區　,臺  中  市　
105,"166,778 ",41.1845 ,"4,050 ",　豐原區　,臺  中  市　
104,"166,749 ",41.1845 ,"4,049 ",　豐原區　,臺  中  市　
113,"47,088 ",117.4065 ,401 ,　東勢區　,臺  中  市　
112,"47,468 ",117.4065 ,404 ,　東勢區　,臺  中  市　
111,"47,817 ",117.4065 ,407 ,　東勢區　,臺  中  市　
110,"48,333 ",117.4065 ,412 ,　東勢區　,臺  中  市　
109,"49,169 ",117.4065 ,419 ,　東勢區　,臺  中  市　
108,"49,773 ",117.4065 ,424 ,　東勢區　,臺  中  市　
107,"50,256 ",117.4065 ,428 ,　東勢區　,臺  中  市　
106,"50,714 ",117.4065 ,432 ,　東勢區　,臺  中  市　
105,"50,952 ",117.4065 ,434 ,　東勢區　,臺  中  市　
104,"51,308 ",117.4065 ,437 ,　東勢區　,臺  中  市　
113,"74,206 ",58.5192 ,"1,268 ",　大甲區　,臺  中  市　
112,"74,684 ",58.5192 ,"1,276 ",　大甲區　,臺  中  市　
111,"74,737 ",58.5192 ,"1,277 ",　大甲區　,臺  中  市　
110,"75,516 ",58.5192 ,"1,290 ",　大甲區　,臺  中  市　
109,"76,130 ",58.5192 ,"1,301 ",　大甲區　,臺  中  市　
108,"76,822 ",58.5192 ,"1,313 ",　大甲區　,臺  中  市　
107,"77,625 ",58.5192 ,"1,326 ",　大甲區　,臺  中  市　
106,"77,761 ",58.5192 ,"1,329 ",　大甲區　,臺  中  市　
105,"77,656 ",58.5192 ,"1,327 ",　大甲區　,臺  中  市　
104,"77,714 ",58.5192 ,"1,328 ",　大甲區　,臺  中  市　
113,"90,501 ",64.1709 ,"1,410 ",　清水區　,臺  中  市　
112,"89,924 ",64.1709 ,"1,401 ",　清水區　,臺  中  市　
111,"88,947 ",64.1709 ,"1,386 ",　清水區　,臺  中  市　
110,"88,366 ",64.1709 ,"1,377 ",　清水區　,臺  中  市　
109,"88,009 ",64.1709 ,"1,371 ",　清水區　,臺  中  市　
108,"87,587 ",64.1709 ,"1,365 ",　清水區　,臺  中  市　
107,"86,862 ",64.1709 ,"1,354 ",　清水區　,臺  中  市　
106,"86,420 ",64.1709 ,"1,347 ",　清水區　,臺  中  市　
105,"86,350 ",64.1709 ,"1,346 ",　清水區　,臺  中  市　
104,"86,146 ",64.1709 ,"1,342 ",　清水區　,臺  中  市　
113,"100,152 ",40.4604 ,"2,475 ",　沙鹿區　,臺  中  市　
112,"98,805 ",40.4604 ,"2,442 ",　沙鹿區　,臺  中  市　
111,"97,002 ",40.4604 ,"2,397 ",　沙鹿區　,臺  中  市　
110,"96,039 ",40.4604 ,"2,374 ",　沙鹿區　,臺  中  市　
109,"95,226 ",40.4604 ,"2,354 ",　沙鹿區　,臺  中  市　
108,"94,755 ",40.4604 ,"2,342 ",　沙鹿區　,臺  中  市　
107,"94,079 ",40.4604 ,"2,325 ",　沙鹿區　,臺  中  市　
106,"92,645 ",40.4604 ,"2,290 ",　沙鹿區　,臺  中  市　
105,"91,338 ",40.4604 ,"2,257 ",　沙鹿區　,臺  中  市　
104,"89,592 ",40.4604 ,"2,214 ",　沙鹿區　,臺  中  市　
113,"62,701 ",16.6049 ,"3,776 ",　梧棲區　,臺  中  市　
112,"61,019 ",16.6049 ,"3,675 ",　梧棲區　,臺  中  市　
111,"59,848 ",16.6049 ,"3,604 ",　梧棲區　,臺  中  市　
110,"59,517 ",16.6049 ,"3,584 ",　梧棲區　,臺  中  市　
109,"59,273 ",16.6049 ,"3,570 ",　梧棲區　,臺  中  市　
108,"58,921 ",16.6049 ,"3,548 ",　梧棲區　,臺  中  市　
107,"58,218 ",16.6049 ,"3,506 ",　梧棲區　,臺  中  市　
106,"57,993 ",16.6049 ,"3,493 ",　梧棲區　,臺  中  市　
105,"57,645 ",16.6049 ,"3,472 ",　梧棲區　,臺  中  市　
104,"57,108 ",16.6049 ,"3,439 ",　梧棲區　,臺  中  市　
113,"53,309 ",58.9439 ,904 ,　后里區　,臺  中  市　
112,"53,653 ",58.9439 ,910 ,　后里區　,臺  中  市　
111,"53,667 ",58.9439 ,910 ,　后里區　,臺  中  市　
110,"53,961 ",58.9439 ,915 ,　后里區　,臺  中  市　
109,"54,343 ",58.9439 ,922 ,　后里區　,臺  中  市　
108,"54,666 ",58.9439 ,927 ,　后里區　,臺  中  市　
